Trait,gene,category
AD_EO_EXMORE,SLC36A1,both_missed
AD_EO_EXMORE,SLC39A10,both_missed
AD_EO_EXMORE,SLC6A1,both_missed
AD_EO_EXMORE,SLC6A2,both_missed
AD_EO_EXMORE,SLC6A3,both_missed
AD_EO_EXMORE,SLC6A4,both_missed
AD_EO_EXMORE,SLC7A14,both_missed
AD_EO_EXMORE,SLIT3,both_missed
AD_EO_EXMORE,SLMAP,both_missed
AD_EO_EXMORE,SMARCC1,both_missed
AD_EO_EXMORE,SMG8,both_missed
AD_EO_EXMORE,SMPD1,both_missed
AD_EO_EXMORE,SNRK,both_missed
AD_EO_EXMORE,SNRPD2,both_missed
AD_EO_EXMORE,SNRPD3,both_missed
AD_EO_EXMORE,SNRPE,both_missed
AD_EO_EXMORE,SNX3,both_missed
AD_EO_EXMORE,SON,both_missed
AD_EO_EXMORE,SPEN,both_missed
AD_EO_EXMORE,SPI1,both_missed
AD_EO_EXMORE,SPPL2A,both_missed
AD_EO_EXMORE,SPTLC2,both_missed
AD_EO_EXMORE,SQLE,both_missed
AD_EO_EXMORE,ST3GAL4,both_missed
AD_EO_EXMORE,STAT4,both_missed
AD_EO_EXMORE,SUPT6H,both_missed
AD_EO_EXMORE,SYBU,both_missed
AD_EO_EXMORE,SYNE2,both_missed
AD_EO_EXMORE,TACC2,both_missed
AD_EO_EXMORE,TAOK1,both_missed
AD_EO_EXMORE,TARS2,both_missed
AD_EO_EXMORE,TBX5,both_missed
AD_EO_EXMORE,TCF7L2,both_missed
AD_EO_EXMORE,TCN2,both_missed
AD_EO_EXMORE,TEAD1,both_missed
AD_EO_EXMORE,TESC,both_missed
AD_EO_EXMORE,TET2,both_missed
AD_EO_EXMORE,TFCP2L1,both_missed
AD_EO_EXMORE,TGFBR1,both_missed
AD_EO_EXMORE,TGFBR2,both_missed
AD_EO_EXMORE,TIMM44,both_missed
AD_EO_EXMORE,TINAGL1,both_missed
AD_EO_EXMORE,TJP2,both_missed
AD_EO_EXMORE,TLR5,both_missed
AD_EO_EXMORE,TMEM106B,both_missed
AD_EO_EXMORE,TNKS1BP1,both_missed
AD_EO_EXMORE,TNPO3,both_missed
AD_EO_EXMORE,TP53INP1,both_missed
AD_EO_EXMORE,TPST2,both_missed
AD_EO_EXMORE,TRAPPC3,both_missed
AD_EO_EXMORE,TRAPPC5,both_missed
AD_EO_EXMORE,TRIM48,both_missed
AD_EO_EXMORE,TRMT10C,both_missed
AD_EO_EXMORE,TRRAP,both_missed
AD_EO_EXMORE,TSPOAP1,both_missed
AD_EO_EXMORE,TTK,both_missed
AD_EO_EXMORE,TYW1,both_missed
AD_EO_EXMORE,ULK1,both_missed
AD_EO_EXMORE,ULK4,both_missed
AD_EO_EXMORE,UQCRB,both_missed
AD_EO_EXMORE,UQCRC1,both_missed
AD_EO_EXMORE,USP6NL,both_missed
AD_EO_EXMORE,VARS2,both_missed
AD_EO_EXMORE,VEZF1,both_missed
AD_EO_EXMORE,VPS28,both_missed
AD_EO_EXMORE,WBP1L,both_missed
AD_EO_EXMORE,WDHD1,both_missed
AD_EO_EXMORE,WIPF2,both_missed
AD_EO_EXMORE,WNK3,both_missed
AD_EO_EXMORE,WNT2,both_missed
AD_EO_EXMORE,WRAP53,both_missed
AD_EO_EXMORE,WWOX,both_missed
AD_EO_EXMORE,XPO1,both_missed
AD_EO_EXMORE,XPO7,both_missed
AD_EO_EXMORE,ZBTB9,both_missed
AD_EO_EXMORE,ZC3H8,both_missed
AD_EO_EXMORE,ZKSCAN1,both_missed
AD_EO_EXMORE,ZMAT4,both_missed
AD_EO_EXMORE,ZNF207,both_missed
AD_EO_EXMORE,ZNF341,both_missed
AD_EO_EXMORE,ZNF462,both_missed
AD_EO_EXMORE,ZNF568,both_missed
AD_EO_EXMORE,ZNF579,both_missed
AD_EO_EXMORE,ZNF628,both_missed
AD_EO_EXMORE,ZNF629,both_missed
AD_EO_EXMORE,ZNF652,both_missed
AD_EO_EXMORE,ZNF827,both_missed
ALLERG_ASTHMA,IGHE,only_emp_caught
ALLERG_ASTHMA,IL1RL1,only_emp_caught
ALLERG_ASTHMA,SMAD3,only_topn_caught
ALLERG_ASTHMA,IL13,both_caught
ALLERG_ASTHMA,IL33,both_caught
ALLERG_ASTHMA,TLR1,both_caught
ALLERG_ASTHMA,TSLP,both_caught
ALLERG_ASTHMA,ARRDC1,both_missed
ALLERG_ASTHMA,BACH2,both_missed
ALLERG_ASTHMA,D2HGDH,both_missed
ALLERG_ASTHMA,FLG,both_missed
ALLERG_ASTHMA,SLC7A10,both_missed
ALLERG_ASTHMA,WDR36,both_missed
ASTHMA_CHILD_EXMORE,CSF2RA,only_emp_caught
ASTHMA_CHILD_EXMORE,IL21R,only_emp_caught
ASTHMA_CHILD_EXMORE,SLC7A10,only_emp_caught
ASTHMA_CHILD_EXMORE,TBX21,only_emp_caught
ASTHMA_CHILD_EXMORE,TNFSF4,only_emp_caught
ASTHMA_CHILD_EXMORE,TSLP,only_emp_caught
ASTHMA_CHILD_EXMORE,CCR4,only_topn_caught
ASTHMA_CHILD_EXMORE,CD247,only_topn_caught
ASTHMA_CHILD_EXMORE,KIF11,only_topn_caught
ASTHMA_CHILD_EXMORE,MYC,only_topn_caught
ASTHMA_CHILD_EXMORE,NFKBIA,only_topn_caught
ASTHMA_CHILD_EXMORE,RUNX1,only_topn_caught
ASTHMA_CHILD_EXMORE,SMAD3,only_topn_caught
ASTHMA_CHILD_EXMORE,FLG,both_caught
ASTHMA_CHILD_EXMORE,IL13,both_caught
ASTHMA_CHILD_EXMORE,IL2RA,both_caught
ASTHMA_CHILD_EXMORE,IL4R,both_caught
ASTHMA_CHILD_EXMORE,PTPRC,both_caught
ASTHMA_CHILD_EXMORE,PTPRK,both_caught
ASTHMA_CHILD_EXMORE,STAT6,both_caught
ASTHMA_CHILD_EXMORE,ABCB5,both_missed
ASTHMA_CHILD_EXMORE,ACTL9,both_missed
ASTHMA_CHILD_EXMORE,ADORA1,both_missed
ASTHMA_CHILD_EXMORE,AP1S3,both_missed
ASTHMA_CHILD_EXMORE,ARRDC1,both_missed
ASTHMA_CHILD_EXMORE,BACH2,both_missed
ASTHMA_CHILD_EXMORE,BCL2L11,both_missed
ASTHMA_CHILD_EXMORE,CCL20,both_missed
ASTHMA_CHILD_EXMORE,CDHR3,both_missed
ASTHMA_CHILD_EXMORE,D2HGDH,both_missed
ASTHMA_CHILD_EXMORE,DAW1,both_missed
ASTHMA_CHILD_EXMORE,ELAVL2,both_missed
ASTHMA_CHILD_EXMORE,GAL3ST2,both_missed
ASTHMA_CHILD_EXMORE,GNPDA1,both_missed
ASTHMA_CHILD_EXMORE,GSDMB,both_missed
ASTHMA_CHILD_EXMORE,ID4,both_missed
ASTHMA_CHILD_EXMORE,IL1RL1,both_missed
ASTHMA_CHILD_EXMORE,IL33,both_missed
ASTHMA_CHILD_EXMORE,IP6K3,both_missed
ASTHMA_CHILD_EXMORE,IRF1,both_missed
ASTHMA_CHILD_EXMORE,IRF4,both_missed
ASTHMA_CHILD_EXMORE,ITGB8,both_missed
ASTHMA_CHILD_EXMORE,JAZF1,both_missed
ASTHMA_CHILD_EXMORE,LPP,both_missed
ASTHMA_CHILD_EXMORE,NDFIP1,both_missed
ASTHMA_CHILD_EXMORE,NOD2,both_missed
ASTHMA_CHILD_EXMORE,OTULINL,both_missed
ASTHMA_CHILD_EXMORE,POLI,both_missed
ASTHMA_CHILD_EXMORE,PRKCQ,both_missed
ASTHMA_CHILD_EXMORE,PRR5L,both_missed
ASTHMA_CHILD_EXMORE,RAD51B,both_missed
ASTHMA_CHILD_EXMORE,RERE,both_missed
ASTHMA_CHILD_EXMORE,RORA,both_missed
ASTHMA_CHILD_EXMORE,SERPINB7,both_missed
ASTHMA_CHILD_EXMORE,SLC7A5,both_missed
ASTHMA_CHILD_EXMORE,SPPL3,both_missed
ASTHMA_CHILD_EXMORE,SPSB1,both_missed
ASTHMA_CHILD_EXMORE,SUOX,both_missed
ASTHMA_CHILD_EXMORE,TBL1XR1,both_missed
ASTHMA_CHILD_EXMORE,TESPA1,both_missed
ASTHMA_CHILD_EXMORE,TLR1,both_missed
ASTHMA_CHILD_EXMORE,TLR10,both_missed
ASTHMA_CHILD_EXMORE,TNFRSF11A,both_missed
ASTHMA_CHILD_EXMORE,TNFRSF11B,both_missed
ASTHMA_CHILD_EXMORE,TNFSF11,both_missed
ASTHMA_CHILD_EXMORE,TRAF3,both_missed
ASTHMA_CHILD_EXMORE,UBAC2,both_missed
ASTHMA_CHILD_EXMORE,ZBTB10,both_missed
ASTHMA_CHILD_EXMORE,ZNF217,both_missed
ASTHMA_CHILD_EXMORE,ZNF652,both_missed
AUTOIMMUNE,AKAP11,only_emp_caught
AUTOIMMUNE,BCL10,only_emp_caught
AUTOIMMUNE,BMX,only_emp_caught
AUTOIMMUNE,BTF3,only_emp_caught
AUTOIMMUNE,C4B,only_emp_caught
AUTOIMMUNE,CARD11,only_emp_caught
AUTOIMMUNE,CARMIL1,only_emp_caught
AUTOIMMUNE,CCL22,only_emp_caught
AUTOIMMUNE,CCL7,only_emp_caught
AUTOIMMUNE,CCR6,only_emp_caught
AUTOIMMUNE,CD2,only_emp_caught
AUTOIMMUNE,CD274,only_emp_caught
AUTOIMMUNE,CD6,only_emp_caught
AUTOIMMUNE,CD83,only_emp_caught
AUTOIMMUNE,CRISPLD2,only_emp_caught
AUTOIMMUNE,CSF2RB,only_emp_caught
AUTOIMMUNE,CTSL,only_emp_caught
AUTOIMMUNE,CXXC1,only_emp_caught
AUTOIMMUNE,DGKQ,only_emp_caught
AUTOIMMUNE,EOMES,only_emp_caught
AUTOIMMUNE,ERAP1,only_emp_caught
AUTOIMMUNE,ERAP2,only_emp_caught
AUTOIMMUNE,ERRFI1,only_emp_caught
AUTOIMMUNE,FAM167A,only_emp_caught
AUTOIMMUNE,FBN2,only_emp_caught
AUTOIMMUNE,FGF7,only_emp_caught
AUTOIMMUNE,FHIT,only_emp_caught
AUTOIMMUNE,FLRT2,only_emp_caught
AUTOIMMUNE,FLT3,only_emp_caught
AUTOIMMUNE,GZMB,only_emp_caught
AUTOIMMUNE,HAPLN1,only_emp_caught
AUTOIMMUNE,IFNAR1,only_emp_caught
AUTOIMMUNE,IFNAR2,only_emp_caught
AUTOIMMUNE,IFNGR2,only_emp_caught
AUTOIMMUNE,IFNLR1,only_emp_caught
AUTOIMMUNE,IL10RA,only_emp_caught
AUTOIMMUNE,IL10RB,only_emp_caught
AUTOIMMUNE,IL12A,only_emp_caught
AUTOIMMUNE,IL12B,only_emp_caught
AUTOIMMUNE,IL17F,only_emp_caught
AUTOIMMUNE,IL19,only_emp_caught
AUTOIMMUNE,IL1R1,only_emp_caught
AUTOIMMUNE,IL1R2,only_emp_caught
AUTOIMMUNE,IL1RL1,only_emp_caught
AUTOIMMUNE,IL21,only_emp_caught
AUTOIMMUNE,IL21R,only_emp_caught
AUTOIMMUNE,IL23A,only_emp_caught
AUTOIMMUNE,IL23R,only_emp_caught
AUTOIMMUNE,IL27,only_emp_caught
AUTOIMMUNE,IL4R,only_emp_caught
AUTOIMMUNE,IL6ST,only_emp_caught
AUTOIMMUNE,IPO7,only_emp_caught
AUTOIMMUNE,LBH,only_emp_caught
AUTOIMMUNE,LTA,only_emp_caught
AUTOIMMUNE,LTBR,only_emp_caught
AUTOIMMUNE,MAF,only_emp_caught
AUTOIMMUNE,MCF2L,only_emp_caught
AUTOIMMUNE,MMEL1,only_emp_caught
AUTOIMMUNE,MPL,only_emp_caught
AUTOIMMUNE,MS4A1,only_emp_caught
AUTOIMMUNE,NAB1,only_emp_caught
AUTOIMMUNE,NAGPA,only_emp_caught
AUTOIMMUNE,NRG1,only_emp_caught
AUTOIMMUNE,OSMR,only_emp_caught
AUTOIMMUNE,PATJ,only_emp_caught
AUTOIMMUNE,PIK3R5,only_emp_caught
AUTOIMMUNE,PRDM1,only_emp_caught
AUTOIMMUNE,PTPN12,only_emp_caught
AUTOIMMUNE,PTPN22,only_emp_caught
AUTOIMMUNE,PTPRO,only_emp_caught
AUTOIMMUNE,QPCT,only_emp_caught
AUTOIMMUNE,RGS1,only_emp_caught
AUTOIMMUNE,RUNX3,only_emp_caught
AUTOIMMUNE,SBF1,only_emp_caught
AUTOIMMUNE,SCUBE3,only_emp_caught
AUTOIMMUNE,SOX4,only_emp_caught
AUTOIMMUNE,TCF7,only_emp_caught
AUTOIMMUNE,TEAD3,only_emp_caught
AUTOIMMUNE,TEC,only_emp_caught
AUTOIMMUNE,TET3,only_emp_caught
AUTOIMMUNE,TLR3,only_emp_caught
AUTOIMMUNE,TLR7,only_emp_caught
AUTOIMMUNE,TLR9,only_emp_caught
AUTOIMMUNE,TNFRSF11A,only_emp_caught
AUTOIMMUNE,TNFRSF11B,only_emp_caught
AUTOIMMUNE,TNFRSF13C,only_emp_caught
AUTOIMMUNE,TNFRSF6B,only_emp_caught
AUTOIMMUNE,TNFSF14,only_emp_caught
AUTOIMMUNE,TNFSF15,only_emp_caught
AUTOIMMUNE,TNFSF18,only_emp_caught
AUTOIMMUNE,TNFSF4,only_emp_caught
AUTOIMMUNE,TNS3,only_emp_caught
AUTOIMMUNE,TRAT1,only_emp_caught
AUTOIMMUNE,UBASH3A,only_emp_caught
AUTOIMMUNE,XKR6,only_emp_caught
AUTOIMMUNE,ZNF800,only_emp_caught
AUTOIMMUNE,ADCY3,only_topn_caught
AUTOIMMUNE,ADCY7,only_topn_caught
AUTOIMMUNE,AGO2,only_topn_caught
AUTOIMMUNE,APOE,only_topn_caught
AUTOIMMUNE,ATM,only_topn_caught
AUTOIMMUNE,ATXN1,only_topn_caught
AUTOIMMUNE,AURKB,only_topn_caught
AUTOIMMUNE,BIRC3,only_topn_caught
AUTOIMMUNE,BLK,only_topn_caught
AUTOIMMUNE,BTK,only_topn_caught
AUTOIMMUNE,C5AR1,only_topn_caught
AUTOIMMUNE,CBLB,only_topn_caught
AUTOIMMUNE,CCL20,only_topn_caught
AUTOIMMUNE,CCL21,only_topn_caught
AUTOIMMUNE,CCR1,only_topn_caught
AUTOIMMUNE,CD19,only_topn_caught
AUTOIMMUNE,CD247,only_topn_caught
AUTOIMMUNE,CD80,only_topn_caught
AUTOIMMUNE,CD86,only_topn_caught
AUTOIMMUNE,CDK4,only_topn_caught
AUTOIMMUNE,CDKN1A,only_topn_caught
AUTOIMMUNE,CDKN2A,only_topn_caught
AUTOIMMUNE,COPB1,only_topn_caught
AUTOIMMUNE,CREB1,only_topn_caught
AUTOIMMUNE,CSNK1A1,only_topn_caught
AUTOIMMUNE,CUL1,only_topn_caught
AUTOIMMUNE,CUL2,only_topn_caught
AUTOIMMUNE,CXCL13,only_topn_caught
AUTOIMMUNE,CXCR2,only_topn_caught
AUTOIMMUNE,CXCR4,only_topn_caught
AUTOIMMUNE,DLD,only_topn_caught
AUTOIMMUNE,ESR1,only_topn_caught
AUTOIMMUNE,FOS,only_topn_caught
AUTOIMMUNE,FYN,only_topn_caught
AUTOIMMUNE,GABBR1,only_topn_caught
AUTOIMMUNE,GABBR2,only_topn_caught
AUTOIMMUNE,GATA3,only_topn_caught
AUTOIMMUNE,GNG4,only_topn_caught
AUTOIMMUNE,GPSM1,only_topn_caught
AUTOIMMUNE,GSK3B,only_topn_caught
AUTOIMMUNE,HIF1A,only_topn_caught
AUTOIMMUNE,HLA-DRB1,only_topn_caught
AUTOIMMUNE,HSPA8,only_topn_caught
AUTOIMMUNE,ICAM1,only_topn_caught
AUTOIMMUNE,IKBKB,only_topn_caught
AUTOIMMUNE,IKBKE,only_topn_caught
AUTOIMMUNE,INS,only_topn_caught
AUTOIMMUNE,IRF4,only_topn_caught
AUTOIMMUNE,IRF5,only_topn_caught
AUTOIMMUNE,ITGAV,only_topn_caught
AUTOIMMUNE,ITGB1,only_topn_caught
AUTOIMMUNE,KAT5,only_topn_caught
AUTOIMMUNE,KEAP1,only_topn_caught
AUTOIMMUNE,KIF11,only_topn_caught
AUTOIMMUNE,KSR1,only_topn_caught
AUTOIMMUNE,LMNA,only_topn_caught
AUTOIMMUNE,LRRK2,only_topn_caught
AUTOIMMUNE,MAPK14,only_topn_caught
AUTOIMMUNE,MAPK3,only_topn_caught
AUTOIMMUNE,MMP25,only_topn_caught
AUTOIMMUNE,MYC,only_topn_caught
AUTOIMMUNE,NCBP1,only_topn_caught
AUTOIMMUNE,NCBP2,only_topn_caught
AUTOIMMUNE,NFATC1,only_topn_caught
AUTOIMMUNE,NFKB1,only_topn_caught
AUTOIMMUNE,NFKB2,only_topn_caught
AUTOIMMUNE,NFKBIA,only_topn_caught
AUTOIMMUNE,NUP160,only_topn_caught
AUTOIMMUNE,PDGFB,only_topn_caught
AUTOIMMUNE,PDGFRB,only_topn_caught
AUTOIMMUNE,PIK3R2,only_topn_caught
AUTOIMMUNE,PLCG2,only_topn_caught
AUTOIMMUNE,PLEC,only_topn_caught
AUTOIMMUNE,POMC,only_topn_caught
AUTOIMMUNE,PPARG,only_topn_caught
AUTOIMMUNE,PRKCB,only_topn_caught
AUTOIMMUNE,PRKCD,only_topn_caught
AUTOIMMUNE,PSAP,only_topn_caught
AUTOIMMUNE,PTGER3,only_topn_caught
AUTOIMMUNE,PTPRJ,only_topn_caught
AUTOIMMUNE,RBX1,only_topn_caught
AUTOIMMUNE,REL,only_topn_caught
AUTOIMMUNE,RELA,only_topn_caught
AUTOIMMUNE,RIOK2,only_topn_caught
AUTOIMMUNE,RUNX1,only_topn_caught
AUTOIMMUNE,S1PR1,only_topn_caught
AUTOIMMUNE,S1PR2,only_topn_caught
AUTOIMMUNE,S1PR3,only_topn_caught
AUTOIMMUNE,S1PR4,only_topn_caught
AUTOIMMUNE,S1PR5,only_topn_caught
AUTOIMMUNE,SEC13,only_topn_caught
AUTOIMMUNE,SERPINA1,only_topn_caught
AUTOIMMUNE,SKP2,only_topn_caught
AUTOIMMUNE,SMAD3,only_topn_caught
AUTOIMMUNE,SMURF1,only_topn_caught
AUTOIMMUNE,SOCS1,only_topn_caught
AUTOIMMUNE,SYK,only_topn_caught
AUTOIMMUNE,TLR4,only_topn_caught
AUTOIMMUNE,TP53,only_topn_caught
AUTOIMMUNE,TRAF1,only_topn_caught
AUTOIMMUNE,VAV3,only_topn_caught
AUTOIMMUNE,XPO1,only_topn_caught
AUTOIMMUNE,AHI1,both_caught
AUTOIMMUNE,AP2M1,both_caught
AUTOIMMUNE,AP2S1,both_caught
AUTOIMMUNE,AURKA,both_caught
AUTOIMMUNE,CCL11,both_caught
AUTOIMMUNE,CCL2,both_caught
AUTOIMMUNE,CD28,both_caught
AUTOIMMUNE,CD40,both_caught
AUTOIMMUNE,CD40LG,both_caught
AUTOIMMUNE,CD44,both_caught
AUTOIMMUNE,CD69,both_caught
AUTOIMMUNE,CDK1,both_caught
AUTOIMMUNE,CEP128,both_caught
AUTOIMMUNE,CEP57,both_caught
AUTOIMMUNE,CLTC,both_caught
AUTOIMMUNE,CSF2,both_caught
AUTOIMMUNE,CSF2RA,both_caught
AUTOIMMUNE,CTLA4,both_caught
AUTOIMMUNE,EGFR,both_caught
AUTOIMMUNE,ELANE,both_caught
AUTOIMMUNE,EPHB1,both_caught
AUTOIMMUNE,EPS15L1,both_caught
AUTOIMMUNE,ERBB3,both_caught
AUTOIMMUNE,IGF2,both_caught
AUTOIMMUNE,IL13,both_caught
AUTOIMMUNE,IL17A,both_caught
AUTOIMMUNE,IL1B,both_caught
AUTOIMMUNE,IL2,both_caught
AUTOIMMUNE,IL2RA,both_caught
AUTOIMMUNE,IL2RB,both_caught
AUTOIMMUNE,IL2RG,both_caught
AUTOIMMUNE,IL5,both_caught
AUTOIMMUNE,IL6,both_caught
AUTOIMMUNE,IL6R,both_caught
AUTOIMMUNE,INSR,both_caught
AUTOIMMUNE,JAK1,both_caught
AUTOIMMUNE,JAK2,both_caught
AUTOIMMUNE,JAK3,both_caught
AUTOIMMUNE,KIT,both_caught
AUTOIMMUNE,KRAS,both_caught
AUTOIMMUNE,LAMB1,both_caught
AUTOIMMUNE,LDLRAP1,both_caught
AUTOIMMUNE,MMP9,both_caught
AUTOIMMUNE,MTOR,both_caught
AUTOIMMUNE,NR3C1,both_caught
AUTOIMMUNE,PACSIN1,both_caught
AUTOIMMUNE,PIK3CB,both_caught
AUTOIMMUNE,PIK3R1,both_caught
AUTOIMMUNE,PLK1,both_caught
AUTOIMMUNE,PTPN1,both_caught
AUTOIMMUNE,PTPN11,both_caught
AUTOIMMUNE,PTPRC,both_caught
AUTOIMMUNE,RAB7A,both_caught
AUTOIMMUNE,RIPK2,both_caught
AUTOIMMUNE,SDCCAG8,both_caught
AUTOIMMUNE,STAT3,both_caught
AUTOIMMUNE,STAT4,both_caught
AUTOIMMUNE,SYT1,both_caught
AUTOIMMUNE,TBX21,both_caught
AUTOIMMUNE,TNF,both_caught
AUTOIMMUNE,TNFRSF1A,both_caught
AUTOIMMUNE,TNFSF13B,both_caught
AUTOIMMUNE,TRAF3,both_caught
AUTOIMMUNE,TSLP,both_caught
AUTOIMMUNE,TYK2,both_caught
AUTOIMMUNE,ZAP70,both_caught
AUTOIMMUNE,AARS2,both_missed
AUTOIMMUNE,ABCB1,both_missed
AUTOIMMUNE,ABCC8,both_missed
AUTOIMMUNE,ABCC9,both_missed
AUTOIMMUNE,ABO,both_missed
AUTOIMMUNE,ACACA,both_missed
AUTOIMMUNE,ACAP1,both_missed
AUTOIMMUNE,ACHE,both_missed
AUTOIMMUNE,ACSL4,both_missed
AUTOIMMUNE,ACTA2,both_missed
AUTOIMMUNE,ACVR2A,both_missed
AUTOIMMUNE,ADA2,both_missed
AUTOIMMUNE,ADAD1,both_missed
AUTOIMMUNE,ADAM17,both_missed
AUTOIMMUNE,ADAMTS1,both_missed
AUTOIMMUNE,ADAMTS2,both_missed
AUTOIMMUNE,ADAP1,both_missed
AUTOIMMUNE,ADGRL2,both_missed
AUTOIMMUNE,ADO,both_missed
AUTOIMMUNE,ADRB3,both_missed
AUTOIMMUNE,AFF1,both_missed
AUTOIMMUNE,AFF3,both_missed
AUTOIMMUNE,AGBL1,both_missed
AUTOIMMUNE,AIRE,both_missed
AUTOIMMUNE,ALK,both_missed
AUTOIMMUNE,ALOX5,both_missed
AUTOIMMUNE,ALOX5AP,both_missed
AUTOIMMUNE,ALPI,both_missed
AUTOIMMUNE,ANKRD55,both_missed
AUTOIMMUNE,ANKZF1,both_missed
AUTOIMMUNE,ANXA11,both_missed
AUTOIMMUNE,AP3B1,both_missed
AUTOIMMUNE,AP3D1,both_missed
AUTOIMMUNE,APOBR,both_missed
AUTOIMMUNE,ARAP1,both_missed
AUTOIMMUNE,ARAP2,both_missed
AUTOIMMUNE,ARHGAP26,both_missed
AUTOIMMUNE,ARHGEF17,both_missed
AUTOIMMUNE,ARID1A,both_missed
AUTOIMMUNE,ARID5B,both_missed
AUTOIMMUNE,ARNT,both_missed
AUTOIMMUNE,ASAP2,both_missed
AUTOIMMUNE,ASPG,both_missed
AUTOIMMUNE,ATF5,both_missed
AUTOIMMUNE,ATG16L1,both_missed
AUTOIMMUNE,ATG5,both_missed
AUTOIMMUNE,ATP1A1,both_missed
AUTOIMMUNE,ATP2C1,both_missed
AUTOIMMUNE,ATP4A,both_missed
AUTOIMMUNE,ATP4B,both_missed
AUTOIMMUNE,ATP6V1A,both_missed
AUTOIMMUNE,ATP6V1B2,both_missed
AUTOIMMUNE,ATP6V1C1,both_missed
AUTOIMMUNE,ATRIP,both_missed
AUTOIMMUNE,ATXN2,both_missed
AUTOIMMUNE,AXL,both_missed
AUTOIMMUNE,B3GNT2,both_missed
AUTOIMMUNE,B4GALT1,both_missed
AUTOIMMUNE,B4GALT2,both_missed
AUTOIMMUNE,BACH2,both_missed
AUTOIMMUNE,BAK1,both_missed
AUTOIMMUNE,BANK1,both_missed
AUTOIMMUNE,BATF,both_missed
AUTOIMMUNE,BCL2L11,both_missed
AUTOIMMUNE,BLOC1S5,both_missed
AUTOIMMUNE,BMP2K,both_missed
AUTOIMMUNE,BMS1,both_missed
AUTOIMMUNE,BRD2,both_missed
AUTOIMMUNE,BRD7,both_missed
AUTOIMMUNE,BRD8,both_missed
AUTOIMMUNE,BSCL2,both_missed
AUTOIMMUNE,C12orf43,both_missed
AUTOIMMUNE,C1QA,both_missed
AUTOIMMUNE,C1QB,both_missed
AUTOIMMUNE,C1R,both_missed
AUTOIMMUNE,C1S,both_missed
AUTOIMMUNE,C1orf141,both_missed
AUTOIMMUNE,C2,both_missed
AUTOIMMUNE,C4A,both_missed
AUTOIMMUNE,CACNA1C,both_missed
AUTOIMMUNE,CALR,both_missed
AUTOIMMUNE,CAMK2A,both_missed
AUTOIMMUNE,CAMLG,both_missed
AUTOIMMUNE,CAPZB,both_missed
AUTOIMMUNE,CARD8,both_missed
AUTOIMMUNE,CARD9,both_missed
AUTOIMMUNE,CBFA2T3,both_missed
AUTOIMMUNE,CCDC122,both_missed
AUTOIMMUNE,CCDC6,both_missed
AUTOIMMUNE,CCDC63,both_missed
AUTOIMMUNE,CCDC88B,both_missed
AUTOIMMUNE,CCN4,both_missed
AUTOIMMUNE,CD200,both_missed
AUTOIMMUNE,CD22,both_missed
AUTOIMMUNE,CD226,both_missed
AUTOIMMUNE,CD33,both_missed
AUTOIMMUNE,CD3E,both_missed
AUTOIMMUNE,CD5,both_missed
AUTOIMMUNE,CD52,both_missed
AUTOIMMUNE,CD58,both_missed
AUTOIMMUNE,CDC25B,both_missed
AUTOIMMUNE,CDK12,both_missed
AUTOIMMUNE,CDK6,both_missed
AUTOIMMUNE,CDKAL1,both_missed
AUTOIMMUNE,CDKN1C,both_missed
AUTOIMMUNE,CDKN2B,both_missed
AUTOIMMUNE,CDKN3,both_missed
AUTOIMMUNE,CDYL2,both_missed
AUTOIMMUNE,CEL,both_missed
AUTOIMMUNE,CHRM1,both_missed
AUTOIMMUNE,CHRM3,both_missed
AUTOIMMUNE,CHRNA9,both_missed
AUTOIMMUNE,CIITA,both_missed
AUTOIMMUNE,CLEC16A,both_missed
AUTOIMMUNE,CLEC2D,both_missed
AUTOIMMUNE,CLEC4C,both_missed
AUTOIMMUNE,CLK2,both_missed
AUTOIMMUNE,CLK3,both_missed
AUTOIMMUNE,CLNK,both_missed
AUTOIMMUNE,CMC1,both_missed
AUTOIMMUNE,CNTNAP2,both_missed
AUTOIMMUNE,COG6,both_missed
AUTOIMMUNE,COG8,both_missed
AUTOIMMUNE,COL7A1,both_missed
AUTOIMMUNE,COPA,both_missed
AUTOIMMUNE,COPB2,both_missed
AUTOIMMUNE,COPG1,both_missed
AUTOIMMUNE,COPZ1,both_missed
AUTOIMMUNE,COX7B2,both_missed
AUTOIMMUNE,COX7C,both_missed
AUTOIMMUNE,CPEB4,both_missed
AUTOIMMUNE,CR2,both_missed
AUTOIMMUNE,CRB1,both_missed
AUTOIMMUNE,CRBN,both_missed
AUTOIMMUNE,CREB3L3,both_missed
AUTOIMMUNE,CREM,both_missed
AUTOIMMUNE,CRTC3,both_missed
AUTOIMMUNE,CSMD1,both_missed
AUTOIMMUNE,CTH,both_missed
AUTOIMMUNE,CTSH,both_missed
AUTOIMMUNE,CUL4A,both_missed
AUTOIMMUNE,CYB5R4,both_missed
AUTOIMMUNE,CYLD,both_missed
AUTOIMMUNE,CYP24A1,both_missed
AUTOIMMUNE,CYSLTR1,both_missed
AUTOIMMUNE,DAGLB,both_missed
AUTOIMMUNE,DAP,both_missed
AUTOIMMUNE,DDB1,both_missed
AUTOIMMUNE,DDX39B,both_missed
AUTOIMMUNE,DENND1B,both_missed
AUTOIMMUNE,DHFR,both_missed
AUTOIMMUNE,DHODH,both_missed
AUTOIMMUNE,DHX15,both_missed
